B1Y2H6	B1Y2H6
C5BF17	B2VK93
C5BF17	B5RH49
C5BF17	B4TJX7
C5BF17	B4SUQ8
C5BF17	A9N8B1
C5BF17	B5BGV3
C5BF17	A8GKG5
A5GQU9	A5GQU9
B2G590	B2G590
B2G590	A5VHR0
Q4JSV3	Q4JSV3
A2RK45	A2RK45
Q54443	Q54443
A8A9J7	A8A9J7
P46368	P46368
P46368	F8JX40
P49420	P49420
Q60HC5	Q60HC5
Q60HC5	Q15392
P31026	P31026
P08499	P08499
P57696	P57696
P57696	Q51161
A5JYX5	A5JYX5
C3NHT5	C3NHT5
C3NHT5	C3MPN8
C3NHT5	C3N5B4
C3NHT5	C3MYN2
C3NHT5	C3NDW8
C3NHT5	Q4J978
A3DGC7	A3DGC7
A8XWC4	A8XWC4
Q5HGY8	Q5HGY8
Q5HGY8	P0A0E6
Q5HGY8	P0A0E7
Q5HGY8	P11959
Q5HGY8	P21880
P49156	P49156
A2SQD1	A2SQD1
P21704	P21704
P21704	P49183
Q2FLY5	Q2FLY5
A5D2U6	A5D2U6
Q1RIC9	Q1RIC9
Q1RIC9	A8EZ51
Q1RIC9	C3PNA1
Q1RIC9	A8GN90
Q1RIC9	Q4ULX2
Q1RIC9	C4K2D7
Q1RIC9	B0BXB9
Q1RIC9	A8GRW1
A5GJD3	A5GJD3
Q2KVX0	Q2KVX0
A4SZM1	A4SZM1
P37880	P37880
P37880	A7YW98
P37880	P54136
P37880	Q5RA20
P37880	P40329
Q1LTI8	Q1LTI8
B3PKE3	B3PKE3
A4J9D2	A4J9D2
Q0W6L7	Q0W6L7
A1AVC2	A1AVC2
A1AVC2	A5CXW2
B2SS22	B2SS22
B2SS22	Q5H5M2
B2SS22	B2FJW0
B9M3Q9	B9M3Q9
B9M3Q9	Q39PU1
B9M3Q9	Q3A7Q8
B1Y0I6	B1Y0I6
Q3JCA2	Q3JCA2
O67583	O67583
A1SJ90	A1SJ90
Q0AY05	Q0AY05
Q0AY05	A4J4Y7
Q5ST30	Q5ST30
Q5E2G5	Q5E2G5
Q2SZ62	Q2SZ62
Q2SZ62	Q475S5
Q2SZ62	Q39JJ6
Q2SZ62	Q3JNS0
Q2SZ62	Q63QX0
A5IZH1	A5IZH1
Q2RSR3	Q2RSR3
Q60297	Q60297
Q1CVR6	Q1CVR6
P00643	P00643
P44105	P44105
O34753	O34753
Q3AFT3	Q3AFT3
C6C0W4	C6C0W4
A9M6C1	A9M6C1
A9M6C1	A6WZN1
B2K7X9	B2K7X9
B2K7X9	A1JU33
B2K7X9	A7FGU8
B2K7X9	A4TLZ2
B2K7X9	Q669E2
B2K7X9	B1JHA2
A0A0H3JPC6	A0A0H3JPC6
A7XRY8	A7XRY8
Q2YUL0	Q2YUL0
Q2YUL0	Q2FWG0
A8J9T5	A8J9T5
Q3AE33	Q3AE33
A5FJJ1	A5FJJ1
A1KFN6	A1KFN6
A1KFN6	P66917
A1KFN6	P61412
A1KFN6	A0QLT6
A1KFN6	B8ZU95
Q0ACP4	Q0ACP4
Q0ACP4	Q609Z5
Q0ACP4	B2FSD0
Q0ACP4	B7GZV4
Q0ACP4	Q1QE71
Q0ACP4	B7I2M9
Q0ACP4	B2HUU9
Q0ACP4	A3M6Z4
Q0ACP4	B0V876
Q0ACP4	Q3JAP1
Q0ACP4	A6UYJ0
Q0ACP4	B7V3W7
Q0ACP4	C1DI61
Q0ACP4	Q3K587
Q0ACP4	C3K3L7
Q0ACP4	B0KN58
Q0ACP4	Q1IGD3
Q0ACP4	A5WAD7
Q0ACP4	Q4ZM55
Q0ACP4	B1J2G8
Q0ACP4	Q0AJ67
Q0ACP4	Q1GXY7
Q0ACP4	Q478Z2
Q0ACP4	Q2YCZ2
Q0ACP4	Q4UXY4
Q0ACP4	B0RPJ1
Q0ACP4	Q2P0J5
Q0ACP4	B2SWK7
Q0ACP4	Q5GXE5
Q0ACP4	Q5P5J1
Q0ACP4	A1KCM9
Q63Q73	Q63Q73
Q63Q73	Q39KA4
Q63Q73	Q3JMY2
A8M4E3	A8M4E3
A5N6D9	A5N6D9
A5N6D9	B9DZV9
O27720	O27720
Q3T0R7	Q3T0R7
Q3T0R7	P42765
C5D2N0	C5D2N0
B2A1A8	B2A1A8
Q0I354	Q0I354
P36947	P36947
P36947	Q65E55
Q65E56	Q65E56
C1D8A6	C1D8A6
O55240	O55240
A7X2E3	A7X2E3
A7X2E3	Q2FGZ1
A7X2E3	A5ISX9
A7X2E3	P68815
A7X2E3	P68818
A7X2E3	B9DNW3
N4WW42	N4WW42
O54003	O54003
A3DL59	A3DL59
Q0ILZ4	Q0ILZ4
Q2HIJ8	Q2HIJ8
P54291	P54291
Q62BG3	Q62BG3
A1SSA8	A1SSA8
O24752	O24752
A9AB01	A9AB01
A9AB01	D7DTT8
A9AB01	A6UNT3
A9AB01	A4FXX6
Q12VB0	Q12VB0
I6YG32	I6YG32
B1I310	B1I310
Q1IPQ5	Q1IPQ5
O86812	O86812
Q54T05	Q54T05
P83245	P83245
C1CYL1	C1CYL1
Q1MS15	Q1MS15
B0BUF3	B0BUF3
B0BUF3	A7MIM8
B0BUF3	A6VPC2
B0BUF3	B8F4C0
B0BUF3	A6WRH7
B0BUF3	Q5QXK8
B0BUF3	Q47YJ3
B0BUF3	A9KZX9
B0BUF3	Q12QI9
B0BUF3	B5XSW2
B0BUF3	A8H748
B0BUF3	A6TEJ8
B0BUF3	A4Y9C8
B0BUF3	A8FYS8
B0BUF3	Q0HLG9
B0BUF3	Q0HXS3
B0BUF3	B1KRR8
B0BUF3	B2U1Z8
B0BUF3	Q31W56
B0BUF3	Q32BF4
B0BUF3	A7ZS75
B0BUF3	B7MBU8
B0BUF3	B5YS68
B0BUF3	B7NKP6
B0BUF3	C4L8Y1
B0BUF3	B7M085
B0BUF3	C4ZSR8
B0BUF3	A8A4Z3
B0BUF3	A1AG82
B0BUF3	B1IQU4
B0BUF3	B6I1Q2
B0BUF3	A9MP28
B0BUF3	B1LFS9
B0BUF3	B5FI23
B0BUF3	B4TJ16
B0BUF3	Q5PLC1
B0BUF3	A9N744
B0BUF3	A4TRJ0
B0BUF3	B5BGK3
B0BUF3	Q66F67
B0BUF3	B4TWE7
B0BUF3	B1JMH7
B0BUF3	C6DKI3
B0BUF3	A8G900
B0BUF3	Q4QKJ2
B0BUF3	B4F2B2
B0BUF3	A1S454
B0BUF3	C3LSP1
B0BUF3	A4SJQ7
B0BUF3	B5FA72
B0BUF3	B6END5
B0BUF3	B8E6M4
B0BUF3	A3D7L4
Q5FH15	Q5FH15
Q488Q3	Q488Q3
A5F5X3	A5F5X3
Q31IE1	Q31IE1
Q2RFU1	Q2RFU1
A0LI59	A0LI59
B4RRY8	B4RRY8
A0KKK7	A0KKK7
A0KKK7	A4SME4
Q65UK6	Q65UK6
Q65UK6	A5UB28
Q65UK6	Q4QP66
Q65UK6	A5UFS2
Q65UK6	B3GZQ0
Q65UK6	A6VMR3
Q65UK6	B0UUM5
Q65UK6	Q0I4C6
B0RV07	B0RV07
B0RV07	B2IA87
B0RV07	B2FJ58
B0RV07	B4SQ79
Q2SJS1	Q2SJS1
C4ZJM0	C4ZJM0
Q492D9	Q492D9
B2RMI0	B2RMI0
P44827	P44827
P37778	P37778
P37778	P37760
P37778	Q46769
Q568Y3	Q568Y3
Q568Y3	Q5RFK9
A6GW45	A6GW45
Q1D5X9	Q1D5X9
A7HYE5	A7HYE5
Q04740	Q04740
Q255A9	Q255A9
Q3YST1	Q3YST1
Q3YST1	Q5FFD4
Q043R9	Q043R9
A5G938	A5G938
B1LBT2	B1LBT2
B1LBT2	B9K8U1
A1BHM3	A1BHM3
A1BHM3	B3EE40
A1BHM3	B4SG33
Q03T54	Q03T54
Q2VYT6	Q2VYT6
C0R2S8	C0R2S8
C0R2S8	Q5GTB0
Q5HC74	Q5HC74
A0LIS1	A0LIS1
C6BYK9	C6BYK9
B8I6E1	B8I6E1
B7IFY1	B7IFY1
B8J3G9	B8J3G9
C1KV98	C1KV98
C1KV98	P58676
Q5SMC8	Q5SMC8
Q4PD06	Q4PD06
A0RMP5	A0RMP5
B1ZXD5	B1ZXD5
Q5RB23	Q5RB23
Q5RB23	O60674
A1QZK3	A1QZK3
A1QZK3	B5RLX5
Q254P2	Q254P2
Q254P2	Q5L5W0
B2UTK9	B2UTK9
B8ELE2	B8ELE2
A8EV24	A8EV24
B2S7T1	B2S7T1
B2S7T1	Q2YPN5
B2S7T1	A5VMX5
P20425	P20425
A8GX62	A8GX62
A8GX62	B0BXZ0
Q53W83	Q53W83
B5EMX4	B5EMX4
B3QTV9	B3QTV9
A4G7X9	A4G7X9
B2RLM4	B2RLM4
O66663	O66663
A0PVU7	A0PVU7
A0PVU7	A0R2B1
A0PVU7	A5U1U6
Q3J2A5	Q3J2A5
Q3AAV5	Q3AAV5
Q4QP96	Q4QP96
Q4QP96	Q0I3T3
Q4QP96	Q65RV1
Q4QP96	A5UB54
Q4QP96	A5UFQ1
Q2W9A8	Q2W9A8
A5IJN0	A5IJN0
P39764	P39764
Q2HWD6	Q2HWD6
Q2HWD6	Q28889
Q2HWD6	P10721
A2Q9N7	A2Q9N7
P77154	P77154
Q44473	Q44473
Q00655	Q00655
Q00655	P48025
B2S5K6	B2S5K6
Q471X9	Q471X9
Q471X9	A6SZH9
O87943	O87943
Q04520	Q04520
Q5ZA07	Q5ZA07
O04773	O04773
A0A2H5AIZ9	A0A2H5AIZ9
A0A2H5AIZ9	A0A140IL90
A0A2H5AIZ9	A0A2H5AJ00
Q0C8L3	Q0C8L3
Q0C8L3	B3IUN8
O52535	O52535
O08529	O08529
O08529	P17655
Q4UR00	Q4UR00
Q4UR00	Q5GW71
A7I6J1	A7I6J1
A7I6J1	A2SQ53
A7I6J1	B8GEA3
A7I6J1	Q2FLD9
Q2XPU6	Q2XPU6
Q2XPU6	P38605
Q43935	Q43935
Q43935	Q43974
P53223	P53223
A1AT17	A1AT17
A6W0Q2	A6W0Q2
P15086	P15086
P15086	P00732
P45749	P45749
A7I912	A7I912
Q2G9A9	Q2G9A9
G7JEE5	G7JEE5
G7JEE5	A0A072VDF2
A0A7U9P668	A0A7U9P668
A0A7U9P668	P38940
Q01738	Q01738
Q01917	Q01917
Q291H5	Q291H5
Q5A3Z5	Q5A3Z5
P0ABG3	P0ABG3
P0ABG3	P0ABG2
Q53B75	Q53B75
Q53B75	A7ISP5
A0A6J1SUS3	A0A6J1SUS3
Q1J4D1	Q1J4D1
Q1J4D1	Q031S8
Q1J4D1	Q03MK3
Q1J4D1	C1CGD7
Q1J4D1	C1CML7
Q1J4D1	C1CTD6
Q1J4D1	B4U081
Q1J4D1	A8AZE1
Q1J4D1	P0DA22
Q1J4D1	B5E223
Q1J4D1	Q5X9L8
Q1J4D1	C1C9H6
Q1J4D1	A2RGR1
Q1J4D1	B8ZNK9
Q1J4D1	P0A335
Q1J4D1	B2ILZ5
Q1J4D1	P37282
Q1J4D1	Q5M1M9
Q1J4D1	B1YEP6
Q1J4D1	Q3ADX3
Q1J4D1	C4L1L2
Q1J4D1	C3L507
Q1J4D1	A0R8W4
Q1J4D1	B7IUT0
Q1J4D1	Q4MPR6
Q1J4D1	A7GKG0
Q1J4D1	B9J1H2
Q1J4D1	Q63GV7
Q1J4D1	A9VQG8
Q1J4D1	Q5L3E6
Q1J4D1	P26209
Q1J4D1	A7Z207
Q1J4D1	A0AKH5
Q1J4D1	B7GFR6
Q1J4D1	P28598
Q1J4D1	A8FAG3
Q1J4D1	A7X4J1
Q1J4D1	Q2FWN4
Q1J4D1	A5IUH6
Q1J4D1	A6QIM7
Q1J4D1	Q08854
Q1J4D1	Q5HMZ1
Q1J4D1	P0C0N7
Q1J4D1	Q4L7R4
Q1J4D1	Q048Y3
Q1J4D1	Q1G937
Q1J4D1	O68324
Q1J4D1	B3W9W7
Q1J4D1	Q03VC3
Q1J4D1	A5VIE9
Q1J4D1	B2G5X7
Q1J4D1	Q03H05
C0R2V3	C0R2V3
C0R2V3	Q5GST5
C0R2V3	B3CL71
Q21ZZ9	Q21ZZ9
Q21ZZ9	Q5H2V2
Q21ZZ9	Q48ND9
Q2LSK9	Q2LSK9
A1WZ13	A1WZ13
Q2KCH9	Q2KCH9
A6HD62	A6HD62
A5DUW8	A5DUW8
Q5RJQ0	Q5RJQ0
Q59939	Q59939
C0M6C1	C0M6C1
Q39050	Q39050
P09870	P09870
Q64NW2	Q64NW2
Q09MF2	Q09MF2
Q09MF2	Q27S24
Q09MF2	Q3BAL3
Q09MF2	Q09FT6
Q09MF2	Q2MI76
Q09MF2	A0A360
Q09MF2	Q3C1K4
Q09MF2	Q33C07
Q09MF2	Q2PMR0
Q09MF2	Q2QD64
Q09MF2	Q1KXT4
Q09MF2	A6MMW9
Q09MF2	A6MM61
Q09MF2	A1XFY0
Q09MF2	Q3V509
Q09MF2	A4QJV6
Q09MF2	Q5QA83
Q09MF2	P12210
Q09MF2	Q09G21
Q09MF2	Q0ZIZ4
Q09MF2	A4QK43
Q09MF2	A4GYT6
Q09MF2	P30063
Q09MF2	Q49KX3
Q09MF2	P56772
P34754	P34754
P34754	P34755
Q42539	Q42539
Q27873	Q27873
A7I4W9	A7I4W9
Q1GFP1	Q1GFP1
Q1GFP1	A8LQK6
Q1GFP1	A1B5M0
Q1GFP1	Q5LQ09
A5FIF5	A5FIF5
A5FIF5	O05420
O43948	O43948
P9WI71	P9WI71
Q5R9Z7	Q5R9Z7
Q5R9Z7	A2VDZ4
Q5R9Z7	B2GUY1
O60733	O60733
A5UHQ2	A5UHQ2
A5UHQ2	A6VQ68
Q5P0D7	Q5P0D7
Q5P0D7	A1K5Y4
A1TLD6	A1TLD6
A1TLD6	A1VRU8
A1TLD6	A1WMX6
Q2L004	Q2L004
Q039D7	Q039D7
A9BBV0	A9BBV0
Q3AHU3	Q3AHU3
P0C1A2	P0C1A2
B8NPS7	B8NPS7
Q23552	Q23552
P19881	P19881
A6H185	A6H185
Q2S1P1	Q2S1P1
D7GXG0	D7GXG0
Q47T99	Q47T99
Q2FIC1	Q2FIC1
Q2FIC1	Q2YWT2
Q2FIC1	Q5HHD1
Q2FIC1	Q5HQK8
Q2FIC1	Q4L4W9
P0C1I2	P0C1I2
A1W0X7	A1W0X7
A1W0X7	B9KCQ6
P49593	P49593
P56070	P56070
P78968	P78968
P20581	P20581
O84783	O84783
P45832	P45832
P45832	P9WHV3
B5EEI4	B5EEI4
B5EEI4	B3E3M7
B0TBV8	B0TBV8
B0JWW5	B0JWW5
C5BNN0	C5BNN0
C5BNN0	Q21FC9
C5BNN0	Q31IE5
Q5E6W1	Q5E6W1
Q5E6W1	A7MWT6
Q02XV9	Q02XV9
B1KD28	B1KD28
B1KD28	A8FYU7
Q3BSJ0	Q3BSJ0
Q3BSJ0	Q2P2G0
Q3BSJ0	B0U207
P20095	P20095
Q5HET4	Q5HET4
Q5HET4	Q2G2S6
P58309	P58309
A2BN24	A2BN24
O52214	O52214
P38970	P38970
A9A1Y1	A9A1Y1
P0ABR6	P0ABR6
P0ABR6	A8A344
P0ABR6	Q31XV2
B5YHX5	B5YHX5
A3DIE8	A3DIE8
P56125	P56125
P56125	B5ZA06
P56125	B2US71
Q2NEH4	Q2NEH4
A2BQQ3	A2BQQ3
A2BQQ3	A3PCH6
A2BQQ3	A8G4E6
A5GTE8	A5GTE8
P9WMP4	P9WMP4
P9WMP4	P46723
Q1LU25	Q1LU25
P11353	P11353
Q29548	Q29548
P07833	P07833
P07833	P20035
A7FU76	A7FU76
A7FU76	C3KVX0
A7FU76	B1ILA4
C1FN44	C1FN44
C1FN44	A5I248
Q4J8I7	Q4J8I7
B0T5D0	B0T5D0
B0T5D0	B8GZS0
B3WED0	B3WED0
Q2W4W4	Q2W4W4
A5CXC7	A5CXC7
B3WED2	B3WED2
Q1AX07	Q1AX07
Q31E66	Q31E66
Q30PY0	Q30PY0
B8E2C8	B8E2C8
B8E2C8	B5YE90
A7ZEG5	A7ZEG5
Q1IZQ5	Q1IZQ5
Q2G9M2	Q2G9M2
Q2G9M2	Q2N8I5
Q3A134	Q3A134
A8FEJ6	A8FEJ6
A0PXP5	A0PXP5
Q0AM22	Q0AM22
Q3M5D3	Q3M5D3
B0SS41	B0SS41
B0SS41	B0S9F2
A1W0D6	A1W0D6
A1W0D6	A8FMK8
A1W0D6	A7H2L7
C6DDL3	C6DDL3
C6DDL3	A7ZRT3
C6DDL3	Q31WY3
C6DDL3	B7UIW0
C6DDL3	Q0T0L1
C6DDL3	B7LGY7
C6DDL3	Q3YXJ0
C6DDL3	B7NJR5
C6DDL3	B7LZK1
C6DDL3	A8A4K6
C6DDL3	A1AFX4
C6DDL3	Q1C374
C6DDL3	B1IRR4
C6DDL3	Q1CMD4
C6DDL3	B7ND40
C6DDL3	A4THT9
C6DDL3	B1LF43
C6DDL3	Q1R6S9
C6DDL3	C5BHH2
C6DDL3	B5F696
C6DDL3	Q57JQ9
C6DDL3	B5FHT5
C6DDL3	B5QZ36
C6DDL3	B4T670
C6DDL3	Q5PC86
C6DDL3	A9N5X8
C6DDL3	C0PYX3
C6DDL3	B5BG11
C6DDL3	B4TVT4
O34873	O34873
A0A0J9X285	A0A0J9X285
Q0RXC3	Q0RXC3
A5D523	A5D523
P54459	P54459
Q5SJP8	Q5SJP8
Q3AFC6	Q3AFC6
A9AVV4	A9AVV4
A9AVV4	A7NIQ9
A9AVV4	A9WGS4
A9AVV4	A5UQN3
P0DO84	P0DO84
Q390D0	Q390D0
B1M4X4	B1M4X4
B1M4X4	B8IER1
O00154	O00154
Q4KSH9	Q4KSH9
A7NJG0	A7NJG0
A7NJG0	A5UUJ5
Q02432	Q02432
Q2XQU3	Q2XQU3
Q53NF0	Q53NF0
Q4WL79	Q4WL79
Q4WL79	Q2U9M7
Q4WL79	A1DPG0
P06835	P06835
A1BCQ5	A1BCQ5
B0U811	B0U811
B0U811	B7KN34
B0U811	B1LV19
P45209	P45209
B2TL74	B2TL74
P53630	P53630
B7L0L2	B7L0L2
B7L0L2	B1Z7Y8
B7L0L2	B1LYP9
B7L0L2	A9W106
D3S7P2	D3S7P2
D3S7P2	Q58693
A9JTP3	A9JTP3
P13497	P13497
P11122	P11122
P28829	P28829
A9CH00	A9CH00
A0A0C5QRZ2	A0A0C5QRZ2
Q5KW03	Q5KW03
Q57752	Q57752
O28786	O28786
Q1CBV8	Q1CBV8
Q1CBV8	B4F183
Q1CBV8	A4TRH7
Q1CBV8	Q66G74
Q1CBV8	B1JQ63
Q1CBV8	B4TCQ2
Q1CBV8	B4T0W7
Q1CBV8	B5BJN0
Q1CBV8	B4TQH2
Q1CBV8	B2TWF1
Q1CBV8	Q31U32
Q1CBV8	Q32AB9
Q1CBV8	Q0SY38
Q1CBV8	Q3YV20
Q1CBV8	A8AKW6
Q1CBV8	B7LA56
Q1CBV8	B5Z058
Q1CBV8	B7NU44
Q1CBV8	B7MR83
Q1CBV8	B7M710
Q1CBV8	C5A0C2
Q1CBV8	A8A764
Q1CBV8	A1AID4
Q1CBV8	B6I5H2
Q1CBV8	B1LNR6
Q1CBV8	Q1R3V5
Q1CBV8	A4WG55
Q1CBV8	B2VGA2
Q1CBV8	B5FPX1
Q1CBV8	B5QXQ1
A4YI77	A4YI77
Q5BJZ6	Q5BJZ6
Q5BJZ6	F1N9S8
Q57822	Q57822
P86831	P86831
A3CL56	A3CL56
A7I7N1	A7I7N1
O87690	O87690
Q58CX9	Q58CX9
Q58CX9	Q09M02
D4ANB6	D4ANB6
Q0VMU8	Q0VMU8
Q48GL0	Q48GL0
Q48GL0	Q4ZQZ7
P47245	P47245
P47245	O43847
Q54L85	Q54L85
Q5PPU8	Q5PPU8
Q27893	Q27893
B2V089	B2V089
Q60BT7	Q60BT7
C3PEA3	C3PEA3
Q4FNS4	Q4FNS4
P10578	P10578
O21326	O21326
O79671	O79671
P92666	P92666
P92666	Q2I3G7
P92666	Q38PR5
P92666	Q36456
Q36423	Q36423
P41308	P41308
Q36425	Q36425
A4FUG7	A4FUG7
A4FUG7	P0C025
C4L3W2	C4L3W2
Q59637	Q59637
B1L640	B1L640
A1A698	A1A698
P65601	P65601
P65601	Q5HCR3
B0RHD4	B0RHD4
B0RHD4	A5CSJ2
A1KUZ7	A1KUZ7
C0PBF8	C0PBF8
O82302	O82302
O09345	O09345
O09345	P96010
Q5HFR9	Q5HFR9
Q5HFR9	Q4L6K3
Q5HFR9	Q49XV0
A7LCJ2	A7LCJ2
C7MCY7	C7MCY7
O96013	O96013
P0CQ08	P0CQ08
Q11Q55	Q11Q55
Q31FF5	Q31FF5
A6Q1X8	A6Q1X8
A3DPB2	A3DPB2
A1US39	A1US39
Q3B2E3	Q3B2E3
C6E3N6	C6E3N6
C6E3N6	B5E844
Q58EK4	Q58EK4
A0PZT1	A0PZT1
Q5P2P8	Q5P2P8
Q5P2P8	Q2L1L0
Q5P2P8	Q63VB7
Q5E531	Q5E531
O18696	O18696
O88502	O88502
O88502	O60658
Q5I0H9	Q5I0H9
Q0B016	Q0B016
Q39Q78	Q39Q78
C4K0B5	C4K0B5
C4K0B5	C3PM29
C4K0B5	A8EX71
C4K0B5	A8F0B8
C4K0B5	A8GQC2
C4K0B5	A8GUB7
C4K0B5	Q1RKN2
C4K0B5	Q4UNK5
Q5NN85	Q5NN85
Q5NN85	A5V5D1
O16294	O16294
Q1GWP9	Q1GWP9
B2ID14	B2ID14
Q3K8F9	Q3K8F9
Q3K8F9	A4XV57
Q3K8F9	Q48K59
Q3K8F9	A5W144
Q3K8F9	A6V7H8
Q3K8F9	Q4ZUV7
A1WWH7	A1WWH7
A1WWH7	Q0A915
B2UMU5	B2UMU5
Q5KVE6	Q5KVE6
Q5KVE6	A7GUR8
Q5KVE6	Q631M1
Q5KVE6	D5DNA8
Q5KVE6	A4ISP5
Q5KVE6	P59174
Q5GSN3	Q5GSN3
P42881	P42881
C1CWI8	C1CWI8
C1CWI8	Q1IWZ8
C4K6Y5	C4K6Y5
C4K6Y5	Q325Y5
C4K6Y5	Q32JV4
C4K6Y5	B7LGL6
C4K6Y5	Q3Z5K3
C4K6Y5	A1JJQ1
C4K6Y5	B7NIB7
C4K6Y5	Q2NVQ0
C4K6Y5	A7FM09
C4K6Y5	B7MP16
C4K6Y5	A9R1E6
C4K6Y5	A1A7K0
C4K6Y5	Q66EF1
C4K6Y5	Q0TLH7
C4K6Y5	B1JK22
C4K6Y5	B1IQI6
C4K6Y5	P23893
C4K6Y5	B5Y1L5
C4K6Y5	B7N823
C4K6Y5	A6T4V8
C4K6Y5	B6HZD0
C4K6Y5	Q1RG34
C4K6Y5	Q57T53
C4K6Y5	B5RHE0
C4K6Y5	B4TK30
C4K6Y5	B4SUY4
C4K6Y5	Q5PD43
C4K6Y5	C0Q5R5
C4K6Y5	B5BL82
C4K6Y5	A7MGR5
C4K6Y5	B4TXQ6
A4XC73	A4XC73
A4XC73	Q2JFQ1
A4XC73	Q0RS03
C3LSN1	C3LSN1
C3LSN1	A0KNY9
C3LSN1	A4SJ79
C3LSN1	B5FAL8
C3LSN1	C6DC32
C3LSN1	A1ST92
C3LSN1	B0UST3
C3LSN1	B2VE25
C3LSN1	B4EUE1
C3LSN1	Q47V96
C3LSN1	Q07YU5
C3LSN1	A8H164
C3LSN1	Q0HSE6
A0AMA3	A0AMA3
Q5YJC2	Q5YJC2
Q5YJC2	Q2NL51
O15217	O15217
O09131	O09131
O09131	P78417
P57108	P57108
Q2FL30	Q2FL30
B4R9R7	B4R9R7
B4R9R7	Q2IV75
B4R9R7	C0RKS9
B4R9R7	Q2KDG7
B4R9R7	Q1MMJ7
B4R9R7	B9J7L1
B4R9R7	Q3SQP4
B4R9R7	B8GVI7
P9WKI3	P9WKI3
Q5Z9P8	Q5Z9P8
P19487	P19487
P47720	P47720
B0Y8Y4	B0Y8Y4
P77851	P77851
Q3M890	Q3M890
Q5ZKH6	Q5ZKH6
Q05580	Q05580
B0VTW7	B0VTW7
B0VTW7	B7I7P6
B1I4J1	B1I4J1
A0B577	A0B577
Q47LA6	Q47LA6
P77923	P77923
Q2KIN5	Q2KIN5
Q2KIN5	P08397
Q2KIN5	P22907
B9DZL6	B9DZL6
B5ZA04	B5ZA04
B5ZA04	Q17W61
B5ZA04	B6JKG8
B5ZA04	Q1CUR5
B5ZA04	P56140
O69110	O69110
P50828	P50828
A6QNR0	A6QNR0
Q4ZR64	Q4ZR64
Q4ZR64	B7VA96
Q4ZR64	Q4KI35
Q4ZR64	A5W8Z1
B0R7E9	B0R7E9
P56681	P56681
P23360	P23360
Q1ZXI5	Q1ZXI5
Q55535	Q55535
Q55F45	Q55F45
O74830	O74830
P39173	P39173
O07592	O07592
Q3U5F4	Q3U5F4
Q3U5F4	Q0VC80
Q3U5F4	Q499R4
F1QHM7	F1QHM7
Q0VGT4	Q0VGT4
Q12723	Q12723
Q2P320	Q2P320
Q3E6Y4	Q3E6Y4
Q01468	Q01468
Q01468	P49172
Q2TBQ8	Q2TBQ8
Q2TBQ8	O95336
Q46FH3	Q46FH3
Q46FH3	Q60186
Q46FH3	Q0W363
Q46FH3	A7IAU8
A1DKY5	A1DKY5
A7N581	A7N581
P31562	P31562
Q0I3I5	Q0I3I5
Q0I3I5	B0BNR1
Q0I3I5	A5UF50
Q0I3I5	P43778
Q0I3I5	B0UU81
Q06588	Q06588
Q06588	P31239
Q06588	Q08508
Q06588	Q00985
Q06588	P54847
B8G186	B8G186
A9NFI4	A9NFI4
P77845	P77845
P77845	A4QHF4
O53166	O53166
O53166	A0QX20
O53166	D9X0I3
Q3SWX2	Q3SWX2
A5EKL9	A5EKL9
A5EKL9	Q214J8
A4QGP6	A4QGP6
Q1D4A0	Q1D4A0
A1AWQ3	A1AWQ3
A1AWQ3	A5CWJ8
B3E694	B3E694
A0B8F1	A0B8F1
Q0P4F7	Q0P4F7
Q5RFB0	Q5RFB0
A1TZV5	A1TZV5
Q4L6A9	Q4L6A9
Q5ZKP6	Q5ZKP6
A5VHK2	A5VHK2
A5FR71	A5FR71
B0UDG6	B0UDG6
A6UET5	A6UET5
A6UET5	B9JYP8
O49923	O49923
P51567	P51567
A0KYQ6	A0KYQ6
Q09770	Q09770
P9WQB7	P9WQB7
P9WQB7	A0R1V9
P46329	P46329
Q4VKV0	Q4VKV0
O65735	O65735
O65735	P46257
O65735	Q5N725
O65735	Q10A30
O65735	F4KGQ0
O65735	O65581
O65735	P46256
O65735	P22197
B8NK45	B8NK45
B8NK45	Q2U293
B8NK45	Q2TWN8
B8NK45	A2R3G4
P06781	P06781
Q2NHB2	Q2NHB2
Q2NHN9	Q2NHN9
A7ZE21	A7ZE21
Q5EA24	Q5EA24
P0AFU8	P0AFU8
P0AFU8	P0AFU9
B1MYJ5	B1MYJ5
F5ZEI8	F5ZEI8
Q48FH7	Q48FH7
A7H9A5	A7H9A5
Q0SPW1	Q0SPW1
B2IKW1	B2IKW1
P59733	P59733
C5BNN2	C5BNN2
Q1D6I6	Q1D6I6
Q057Q1	Q057Q1
Q46J26	Q46J26
Q08DF2	Q08DF2
Q08DF2	O70418
P58283	P58283
O35291	O35291
Q64ZV9	Q64ZV9
Q64ZV9	Q5LIS2
Q64ZV9	A6KZ76
Q4JUY7	Q4JUY7
P21513	P21513
O84032	O84032
O84032	B0BB15
A6GYW0	A6GYW0
A6GYW0	A5FIL7
B2G731	B2G731
B2G731	A5VJL7
A9M3R5	A9M3R5
A9M3R5	Q5F5X9
A3MZE1	A3MZE1
Q5QZL3	Q5QZL3
Q2KBL2	Q2KBL2
Q2KBL2	Q2G9E3
Q2KBL2	Q2ND39
Q2KBL2	Q2YMI3
Q2KBL2	Q57EP4
Q2KBL2	P66673
Q2KBL2	B0CKG2
Q2KBL2	P66674
Q2KBL2	A9IQR5
